"Financial Year","Name","Party Group","Total Receipts","Total Payments","Total Debts","Total Discretionary Benefits"
"2003-2004","Advance Australia Party","","21","107","0","0"
"2003-2004","Australian Democrats","Democrats","400249","459534","23463","0"
"2003-2004","Australian Democrats ACT Division","Democrats","19742","10732","0","0"
"2003-2004","Australian Democrats Queensland Division","Democrats","45556","54797","4090","0"
"2003-2004","Australian Democrats SA Division","Democrats","56972","37993","2358","0"
"2003-2004","Australian Democrats Tasmanian Division","Democrats","3910","2511","0","0"
"2003-2004","Australian Democrats Victorian Division","Democrats","48248","65754","16145","0"
"2003-2004","Australian Democrats, Western Australian Division","Democrats","12137","15464","729","0"
"2003-2004","Australian Greens","The Greens","274518","249073","19572","0"
"2003-2004","Australian Greens - SA","","103635","60230","916","0"
"2003-2004","Australian Greens, Australian Capital Territory Branch","The Greens","114835","56053","30861","0"
"2003-2004","Australian Greens, Northern Territory Branch","The Greens","14027","6520","0","0"
"2003-2004","Australian Greens, Tasmanian Branch","The Greens","348232","194291","52355","0"
"2003-2004","Australian Labor Party (ACT Branch)","Australian Labor Party","684328","540743","3119","0"
"2003-2004","Australian Labor Party (ALP)","Australian Labor Party","6808984","6625284","4840823","0"
"2003-2004","Australian Labor Party (N.S.W. Branch)","Australian Labor Party","15311748","12845152","3366514","0"
"2003-2004","Australian Labor Party (Northern Territory) Branch","Australian Labor Party","345733","286883","36388","0"
"2003-2004","Australian Labor Party (South Australian Branch)","Australian Labor Party","1531552","1359574","30621","0"
"2003-2004","Australian Labor Party (State of Queensland)","Australian Labor Party","14560892","14074586","349800","0"
"2003-2004","Australian Labor Party (Tasmanian Branch)","Australian Labor Party","422718","384020","15377","0"
"2003-2004","Australian Labor Party (Victorian Branch)","Australian Labor Party","5836017","3131715","134050","0"
"2003-2004","Australian Labor Party (Western Australian Branch)","Australian Labor Party","1517331","1046247","260901","0"
"2003-2004","Australian Progressive Alliance","","29641","12657","0","0"
"2003-2004","Australian Shooters Party","","500","330","0","0"
"2003-2004","Australians Against Further Immigration","Australians Against Further Immigration","565","819","0","0"
"2003-2004","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","4939","2980","0","0"
"2003-2004","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","372","0","0","0"
"2003-2004","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","60379","27295","1442","0"
"2003-2004","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","7","0","0","0"
"2003-2004","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","4753","3314","0","0"
"2003-2004","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","346943","244527","36172","0"
"2003-2004","Citizens Electoral Council Australia (NSW Division)","","0","0","0","0"
"2003-2004","Citizens Electoral Council of Australia","","2349253","2185498","691505","0"
"2003-2004","Country Labor Party","Australian Labor Party","95362","160831","2967","0"
"2003-2004","Country Liberal Party (NT)","","268805","241054","123803","0"
"2003-2004","Democratic Labour Party","Democratic Labor Party","68053","60069","0","0"
"2003-2004","Ex-Service, Service & Veterans Party","","12039","4686","0","0"
"2003-2004","Family First Party","Family First","47011","22081","13783","0"
"2003-2004","Help End Marijuana Prohibition","","1400","1400","0","0"
"2003-2004","Hope Party Australia - ethics equality ecology","","1773","183","18500","0"
"2003-2004","Liberal Party (W.A. Division) Inc","Liberal","2645350","2457972","1875566","0"
"2003-2004","Liberal Party of Australia","Liberal","3999687","5016997","4352765","0"
"2003-2004","Liberal Party of Australia - ACT Division","Liberal","646958","646491","124161","0"
"2003-2004","Liberal Party of Australia - Queensland Division","Liberal","4600684","3537927","50654","0"
"2003-2004","Liberal Party of Australia - Tasmanian Division","Liberal","332052","227926","26466","0"
"2003-2004","Liberal Party of Australia (S.A. Division)","Liberal","1456751","961562","260373","0"
"2003-2004","Liberal Party of Australia (Victorian Division)","Liberal","5303403","3598969","444157","0"
"2003-2004","Liberal Party of Australia, NSW Division","Liberal","10590880","6591704","3130458","0"
"2003-2004","liberals for forests","","35","27","0","0"
"2003-2004","Lower Excise Fuel and Beer Party","","0","0","0","0"
"2003-2004","National Party of Australia","The Nationals","755361","850241","101858","0"
"2003-2004","National Party of Australia - N.S.W.","The Nationals","2409205","2171362","2355657","0"
"2003-2004","National Party of Australia - Victoria","The Nationals","720499","739703","44474","0"
"2003-2004","National Party of Australia (Queensland)","The Nationals","3255718","3121069","3549629","0"
"2003-2004","National Party of Australia (S.A.) Inc.","The Nationals","26502","23880","0","0"
"2003-2004","National Party of Australia (WA) Inc","The Nationals","602164","210479","49182","0"
"2003-2004","New Country Party","","7818","10441","13504","0"
"2003-2004","No Goods and Services Tax Party","","0","0","0","0"
"2003-2004","Non-Custodial Parents Party","","418","1401","6309","0"
"2003-2004","Nuclear Disarmament Party of Australia","","465","0","0","0"
"2003-2004","One Nation SA","One Nation","16896","24586","296","0"
"2003-2004","One Nation Victoria","One Nation","20625","19210","0","0"
"2003-2004","Outdoor Recreation Party","","4984","3958","0","0"
"2003-2004","Pauline Hanson's One Nation","One Nation","35477","98615","12820","0"
"2003-2004","Pauline Hanson's One Nation - QLD","One Nation","274089","305751","79000","0"
"2003-2004","Pauline Hanson's One Nation - WA","One Nation","102142","62504","4000","0"
"2003-2004","Phil Cleary - Independent Australia","","0","0","0","0"
"2003-2004","Progressive Labour Party","","2343","4036","0","0"
"2003-2004","Queensland Greens","The Greens","386638","277047","23959","0"
"2003-2004","Republican Party of Australia","","37840","35837","3005","0"
"2003-2004","Save the ADI Site Party","","0","24","0","0"
"2003-2004","Socialist Alliance","","128040","109767","11331","0"
"2003-2004","Tasmania First Party","","5193","4940","0","0"
"2003-2004","Tasmanian Independent Senator Brian Harradine Group","","516","322","0","0"
"2003-2004","The Aged and Disability Pensioners Party","","0","0","0","0"
"2003-2004","The Australian Greens - Victoria","The Greens","248173","331308","85647","0"
"2003-2004","The Fishing Party","","7083","1116","0","0"
"2003-2004","The Great Australians","","9531","6666","0","0"
"2003-2004","The Greens (WA) Inc","The Greens","221203","141356","60293","0"
"2003-2004","The Greens NSW","The Greens","1425419","880564","193000","0"
"2003-2004","Unity - Say No To Hanson","","0","0","0","0"
"2003-2004","Young National Party of Australia","The Nationals","600","0","0","0"
"2002-2003","Advance Australia Party","","1783","1465","0","0"
"2002-2003","Australian Democrats","Democrats","356966","1002750","83102","0"
"2002-2003","Australian Democrats ACT Division","Democrats","2868","1993","47","0"
"2002-2003","Australian Democrats NSW Division","Democrats","512433","543119","198598","0"
"2002-2003","Australian Democrats Queensland Division","Democrats","46239","67702","1363","0"
"2002-2003","Australian Democrats SA Division","Democrats","31735","50989","0","0"
"2002-2003","Australian Democrats Tasmanian Division","Democrats","35739","40624","0","0"
"2002-2003","Australian Democrats Victorian Division","Democrats","79488","109014","9543","0"
"2002-2003","Australian Democrats, Western Australian Division","Democrats","13185","21031","345","0"
"2002-2003","Australian Greens","The Greens","304757","321861","19114","0"
"2002-2003","Australian Greens - SA","","51632","45530","5944","0"
"2002-2003","Australian Greens, Australian Capital Territory Branch","The Greens","46855","56053","8031","0"
"2002-2003","Australian Greens, Tasmanian Branch","The Greens","296301","376029","0","0"
"2002-2003","Australian Labor Party (ACT Branch)","Australian Labor Party","566040","357768","579","0"
"2002-2003","Australian Labor Party (ALP)","Australian Labor Party","3792888","3758638","1961802","0"
"2002-2003","Australian Labor Party (N.S.W. Branch)","Australian Labor Party","18238578","20224967","4412649","0"
"2002-2003","Australian Labor Party (Northern Territory) Branch","Australian Labor Party","228181","102669","0","0"
"2002-2003","Australian Labor Party (South Australian Branch)","Australian Labor Party","1295059","1274997","14977","0"
"2002-2003","Australian Labor Party (State of Queensland)","Australian Labor Party","4197127","3791325","316542","0"
"2002-2003","Australian Labor Party (Tasmanian Branch)","Australian Labor Party","728412","1224226","12659","0"
"2002-2003","Australian Labor Party (Victorian Branch)","Australian Labor Party","10724597","9862006","569512","0"
"2002-2003","Australian Labor Party (Western Australian Branch)","Australian Labor Party","1257341","1127620","357105","0"
"2002-2003","Australian Progressive Alliance","","5591","0","0","0"
"2002-2003","Australian Reform Party","","4100","3210","0","0"
"2002-2003","Australian Shooters Party","","500","0","0","0"
"2002-2003","Australian Women's Party","","2197","2379","2379","0"
"2002-2003","Australians Against Further Immigration","Australians Against Further Immigration","21053","20879","0","0"
"2002-2003","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","0","0","0","0"
"2002-2003","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","6051","7116","0","0"
"2002-2003","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","3547","3888","0","0"
"2002-2003","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","572222","557285","42022","0"
"2002-2003","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","5","0","0","0"
"2002-2003","Citizens Electoral Council of Australia","","1462703","1464796","696254","0"
"2002-2003","Country Labor Party","Australian Labor Party","363174","866770","594","0"
"2002-2003","Country Liberal Party (NT)","","250866","254226","165129","0"
"2002-2003","Democratic Labour Party","Democratic Labor Party","89327","90976","0","0"
"2002-2003","Helen Caldicott's - Our Common Future Party","","0","0","0","0"
"2002-2003","Help End Marijuana Prohibition","","0","0","0","0"
"2002-2003","Hope Party Australia - ethics equality ecology","","7246","6620","18500","0"
"2002-2003","Liberal Party (W.A. Division) Inc","Liberal","1511252","1419648","1395371","0"
"2002-2003","Liberal Party of Australia","Liberal","4203009","3976531","4432933","0"
"2002-2003","Liberal Party of Australia - ACT Division","Liberal","316393","312644","428866","0"
"2002-2003","Liberal Party of Australia - Queensland Division","Liberal","1574284","1044054","83708","0"
"2002-2003","Liberal Party of Australia - Tasmanian Division","Liberal","424383","440900","44862","0"
"2002-2003","Liberal Party of Australia (S.A. Division)","Liberal","1139436","1359512","332364","0"
"2002-2003","Liberal Party of Australia (Victorian Division)","Liberal","11637167","12697762","228471","0"
"2002-2003","Liberal Party of Australia, NSW Division","Liberal","14139611","14766117","3316346","0"
"2002-2003","liberals for forests","","45","27","0","0"
"2002-2003","Lower Excise Fuel and Beer Party","","0","0","0","0"
"2002-2003","National Party of Australia","The Nationals","875598","729618","33632","0"
"2002-2003","National Party of Australia - N.S.W.","The Nationals","4792994","5322613","2339706","0"
"2002-2003","National Party of Australia - Victoria","The Nationals","1961966","2017135","47777","0"
"2002-2003","National Party of Australia (Queensland)","The Nationals","1099338","1118346","661035","0"
"2002-2003","National Party of Australia (S.A.) Inc.","The Nationals","14414","12752","0","0"
"2002-2003","National Party of Australia (WA) Inc","The Nationals","393285","352000","351022","0"
"2002-2003","Non-Custodial Parents Party","","670","359","5608","0"
"2002-2003","Nuclear Disarmament Party of Australia","","2240","0","0","0"
"2002-2003","One Nation SA","One Nation","19890","16173","826","0"
"2002-2003","One Nation Victoria","One Nation","8000","14140","0","0"
"2002-2003","Outdoor Recreation Party","","39273","23725","0","0"
"2002-2003","Pauline Hanson's One Nation","One Nation","37285","66607","12820","0"
"2002-2003","Pauline Hanson's One Nation - QLD","One Nation","83348","415270","54000","0"
"2002-2003","Pauline Hanson's One Nation - WA","One Nation","50881","117491","35000","0"
"2002-2003","Peter Breen - Reform The Legal System","","0","0","0","0"
"2002-2003","Progressive Labour Party","","6283","3650","0","0"
"2002-2003","Queensland Greens","The Greens","114728","86391","31955","0"
"2002-2003","Republican Party of Australia","","37741","36587","893","0"
"2002-2003","Socialist Alliance","","93789","80622","3251","0"
"2002-2003","Tasmania First Party","","4441","4163","0","0"
"2002-2003","Tasmanian Independent Senator Brian Harradine Group","","919","2696","0","0"
"2002-2003","The Aged and Disability Pensioners Party","","8725","8843","0","0"
"2002-2003","The Australian Greens - Victoria","The Greens","647096","790926","21884","0"
"2002-2003","The Fishing Party","","0","0","0","0"
"2002-2003","The Great Australians","","10543","10485","0","0"
"2002-2003","The Greens (WA) Inc","The Greens","102610","94644","2081","0"
"2002-2003","The Greens NSW","The Greens","533360","998941","121137","0"
"2002-2003","Young National Party of Australia","The Nationals","1977","3901","0","0"
"2001-2002","Advance Australia Party","","6051","6130","0","0"
"2001-2002","Australia First Party","","9286","19012","2000","0"
"2001-2002","Australian Democrats","Democrats","3427148","3434857","42978","0"
"2001-2002","Australian Democrats ACT Division","Democrats","148149","139621","184","0"
"2001-2002","Australian Democrats NSW Division","Democrats","490415","469752","15000","0"
"2001-2002","Australian Democrats Queensland Division","Democrats","246873","229295","9171","0"
"2001-2002","Australian Democrats SA Division","Democrats","785573","730320","10263","0"
"2001-2002","Australian Democrats Tasmanian Division","Democrats","68772","58513","279","0"
"2001-2002","Australian Democrats Victorian Division","Democrats","235103","200345","24194","0"
"2001-2002","Australian Democrats, Western Australian Division","Democrats","179295","199235","1980","0"
"2001-2002","Australian Greens","The Greens","1466397","1413972","58470","0"
"2001-2002","Australian Greens - SA","","108965","90284","1598","0"
"2001-2002","Australian Greens, Australian Capital Territory Branch","The Greens","165550","144568","4747","0"
"2001-2002","Australian Greens, Tasmanian Branch","The Greens","206846","164477","9723","0"
"2001-2002","Australian Labor Party (ACT Branch)","Australian Labor Party","1046977","902710","14411","0"
"2001-2002","Australian Labor Party (ALP)","Australian Labor Party","25148853","25401056","1242738","0"
"2001-2002","Australian Labor Party (N.S.W. Branch)","Australian Labor Party","14407392","12094160","1083265","0"
"2001-2002","Australian Labor Party (Northern Territory) Branch","Australian Labor Party","536588","491586","38440","0"
"2001-2002","Australian Labor Party (South Australian Branch)","Australian Labor Party","3738056","3867271","14899","0"
"2001-2002","Australian Labor Party (State of Queensland)","Australian Labor Party","5813286","4668799","462178","0"
"2001-2002","Australian Labor Party (Tasmanian Branch)","Australian Labor Party","823211","968078","16306","0"
"2001-2002","Australian Labor Party (Victorian Branch)","Australian Labor Party","7267109","6882110","241471","0"
"2001-2002","Australian Labor Party (Western Australian Branch)","Australian Labor Party","2015787","1949492","501850","0"
"2001-2002","Australian Reform Party","","6507","2720","0","0"
"2001-2002","Australian Shooters Party","","2000","2080","0","0"
"2001-2002","Australian Women's Party","","2349","2564","0","0"
"2001-2002","Australians Against Further Immigration","Australians Against Further Immigration","3742","3694","0","0"
"2001-2002","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","239697","220846","2662","0"
"2001-2002","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","1","2","0","0"
"2001-2002","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","8093","12380","0","0"
"2001-2002","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","0","0","0","0"
"2001-2002","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","3293","3330","0","0"
"2001-2002","Citizens Electoral Council of Australia","","1213584","1216126","276182","0"
"2001-2002","Country Labor Party","Australian Labor Party","121579","125525","0","0"
"2001-2002","Country Liberal Party (NT)","","1557141","1631260","188292","0"
"2001-2002","Curtin Labor Alliance","","2500","1410","0","0"
"2001-2002","Democratic Labour Party","Democratic Labor Party","27672","30677","0","0"
"2001-2002","Democratic Socialist Electoral League","","0","7","0","0"
"2001-2002","Helen Caldicott's - Our Common Future Party","","0","0","0","0"
"2001-2002","Help End Marijuana Prohibition","","1427","4420","0","0"
"2001-2002","Hope Party Australia - ethics equality ecology","","6659","7018","18500","0"
"2001-2002","Liberal Party (W.A. Division) Inc","Liberal","4026641","3619503","1166950","0"
"2001-2002","Liberal Party of Australia","Liberal","20185380","17113520","4435255","0"
"2001-2002","Liberal Party of Australia - ACT Division","Liberal","981883","868538","458918","0"
"2001-2002","Liberal Party of Australia - Queensland Division","Liberal","3011631","2334712","37988","0"
"2001-2002","Liberal Party of Australia - Tasmanian Division","Liberal","925865","884878","60418","0"
"2001-2002","Liberal Party of Australia (S.A. Division)","Liberal","5280247","5794535","52095","0"
"2001-2002","Liberal Party of Australia (Victorian Division)","Liberal","12083690","11304471","164087","0"
"2001-2002","Liberal Party of Australia, NSW Division","Liberal","13971822","14013515","3159202","0"
"2001-2002","liberals for forests","","4175","5627","0","0"
"2001-2002","Lower Excise Fuel and Beer Party","","0","0","0","0"
"2001-2002","National Party of Australia","The Nationals","887626","958036","13579","0"
"2001-2002","National Party of Australia - N.S.W.","The Nationals","4911480","4214237","1580221","0"
"2001-2002","National Party of Australia - Victoria","The Nationals","1247434","1333232","58306","0"
"2001-2002","National Party of Australia (Queensland)","The Nationals","2118141","1964801","536890","0"
"2001-2002","National Party of Australia (S.A.) Inc.","The Nationals","40714","44244","0","0"
"2001-2002","National Party of Australia (WA) Inc","The Nationals","427336","515290","392928","0"
"2001-2002","No Goods and Services Tax Party","","5488","5488","0","0"
"2001-2002","Non-Custodial Parents Party","","2500","3028","5778","0"
"2001-2002","Nuclear Disarmament Party of Australia","","13316","13021","0","0"
"2001-2002","One Nation SA","One Nation","214931","227878","294","0"
"2001-2002","One Nation Victoria","One Nation","59653","58213","0","0"
"2001-2002","Outdoor Recreation Party","","10415","24867","2728","0"
"2001-2002","Pauline Hanson's One Nation","One Nation","16411","17415","468","0"
"2001-2002","Pauline Hanson's One Nation","One Nation","810327","514330","12820","0"
"2001-2002","Pauline Hanson's One Nation","One Nation","19024","17453","0","0"
"2001-2002","Pauline Hanson's One Nation - QLD","One Nation","1194321","855565","57412","0"
"2001-2002","Pauline Hanson's One Nation - WA","One Nation","412832","320360","0","0"
"2001-2002","Peter Breen - Reform The Legal System","","0","0","0","0"
"2001-2002","Phil Cleary - Independent Australia","","6731","7435","0","0"
"2001-2002","Progressive Labour Party","","27745","16758","893","0"
"2001-2002","Queensland Greens","The Greens","170863","132239","3472","0"
"2001-2002","Republican Party of Australia","","44262","42816","893","0"
"2001-2002","Save the ADI Site Party","","15553","16617","0","0"
"2001-2002","Socialist Alliance","","16061","12220","7537","0"
"2001-2002","Socialist Equality Party","","171905","159700","0","0"
"2001-2002","Tasmania First Party","","13320","12014","0","0"
"2001-2002","Tasmanian Independent Senator Brian Harradine Group","","745","3146","0","0"
"2001-2002","The Aged and Disability Pensioners Party","","3628","5785","4523","0"
"2001-2002","The Australian Greens - Victoria","The Greens","798192","394684","11949","0"
"2001-2002","The Fishing Party","","3044","2994","0","0"
"2001-2002","The Great Australians","","3980","2912","0","0"
"2001-2002","The Greens (WA) Inc","The Greens","473339","362141","0","0"
"2001-2002","The Greens NSW","The Greens","985340","545012","9458","0"
"2001-2002","Unity - Say No To Hanson","","120470","70981","0","0"
"2001-2002","Young National Party of Australia","The Nationals","632","1814","0","0"
"2000-2001","A Better Future For Our Children","","0","0","0","0"
"2000-2001","Advance Australia Party","","1050","909","0","0"
"2000-2001","Australia First Party","","13298","21456","2000","0"
"2000-2001","Australian Democrats","Democrats","783207","797161","86622","0"
"2000-2001","Australian Democrats ACT Division","Democrats","9161","5109","0","0"
"2000-2001","Australian Democrats NSW Division","Democrats","182217","166955","17428","0"
"2000-2001","Australian Democrats Queensland Division","Democrats","73986","91155","1677","0"
"2000-2001","Australian Democrats SA Division","Democrats","106142","83189","10867","0"
"2000-2001","Australian Democrats Tasmanian Division","Democrats","37","0","504","0"
"2000-2001","Australian Democrats Victorian Division","Democrats","66139","58738","5677","0"
"2000-2001","Australian Democrats, Western Australian Division","Democrats","95797","73157","940","0"
"2000-2001","Australian Greens","The Greens","660684","571422","25000","0"
"2000-2001","Australian Greens - SA","","2230","1159","0","0"
"2000-2001","Australian Greens SA - SA","The Greens","18001","15963","0","0"
"2000-2001","Australian Greens, Australian Capital Territory Branch","The Greens","4303","6513","740","0"
"2000-2001","Australian Greens, Northern Territory Branch","The Greens","135","150","0","0"
"2000-2001","Australian Greens, Tasmanian Branch","The Greens","105045","105367","0","0"
"2000-2001","Australian Labor Party (ACT Branch)","Australian Labor Party","533838","393685","4001","0"
"2000-2001","Australian Labor Party (ALP)","Australian Labor Party","6120139","5695187","1830044","0"
"2000-2001","Australian Labor Party (N.S.W. Branch)","Australian Labor Party","7077496","8038587","680553","0"
"2000-2001","Australian Labor Party (Northern Territory) Branch","Australian Labor Party","245670","255927","2430","0"
"2000-2001","Australian Labor Party (South Australian Branch)","Australian Labor Party","1443403","1208152","15730","0"
"2000-2001","Australian Labor Party (State of Queensland)","Australian Labor Party","8296698","8313173","150585","0"
"2000-2001","Australian Labor Party (Tasmanian Branch)","Australian Labor Party","397587","381039","3550","0"
"2000-2001","Australian Labor Party (Victorian Branch)","Australian Labor Party","5386889","3787929","424738","0"
"2000-2001","Australian Labor Party (Western Australian Branch)","Australian Labor Party","2742046","2637095","593008","0"
"2000-2001","Australian Reform Party","","13644","8236","6236","0"
"2000-2001","Australian Shooters Party","","500","663","0","0"
"2000-2001","Australian Women's Party","","2240","2396","0","0"
"2000-2001","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","191207","140743","13643","0"
"2000-2001","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","10311","8677","0","0"
"2000-2001","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","300","0","0","0"
"2000-2001","Citizens Electoral Council of Australia","","1065512","1074214","213516","0"
"2000-2001","Country Labor Party","Australian Labor Party","77372","200394","0","0"
"2000-2001","Country Liberal Party (NT)","","737128","756020","34434","0"
"2000-2001","CTA Child Protection (Elaine Nile) Party","","1","201","0","0"
"2000-2001","Democratic Labour Party","Democratic Labor Party","9776","12244","0","0"
"2000-2001","Democratic Socialist Electoral League","","50","0","0","0"
"2000-2001","Help End Marijuana Prohibition","","845","0","0","0"
"2000-2001","Hope Party Australia - ethics equality ecology","","9361","8724","18500","0"
"2000-2001","Liberal Party (W.A. Division) Inc","Liberal","4623108","4451265","1071216","0"
"2000-2001","Liberal Party of Australia","Liberal","3113242","3513770","5241785","0"
"2000-2001","Liberal Party of Australia - ACT Division","Liberal","282958","355357","577150","0"
"2000-2001","Liberal Party of Australia - Queensland Division","Liberal","2888421","2962163","290839","0"
"2000-2001","Liberal Party of Australia - Tasmanian Division","Liberal","174846","168800","23004","0"
"2000-2001","Liberal Party of Australia (S.A. Division)","Liberal","1195057","1045177","30343","0"
"2000-2001","Liberal Party of Australia (Victorian Division)","Liberal","5094961","4178441","162168","0"
"2000-2001","Liberal Party of Australia, NSW Division","Liberal","5021241","4091177","3043325","0"
"2000-2001","liberals for forests","","1435","0","0","0"
"2000-2001","National Party of Australia","The Nationals","448051","433045","16400","0"
"2000-2001","National Party of Australia - N.S.W.","The Nationals","1856253","1947445","1226830","0"
"2000-2001","National Party of Australia - Victoria","The Nationals","733715","577466","54929","0"
"2000-2001","National Party of Australia (Queensland)","The Nationals","2778238","2615824","303639","0"
"2000-2001","National Party of Australia (S.A.) Inc.","The Nationals","22382","17871","0","0"
"2000-2001","National Party of Australia (WA) Inc","The Nationals","811176","731371","267140","0"
"2000-2001","Natural Law Party (Qld Branch)","Natural Law Party","0","0","0","0"
"2000-2001","Natural Law Party (SA Branch)","Natural Law Party","18","18","30203","0"
"2000-2001","No Goods and Services Tax Party","","600","600","0","0"
"2000-2001","Non-Custodial Parents Party","","0","16","5249","0"
"2000-2001","Nuclear Disarmament Party of Australia","","0","0","0","0"
"2000-2001","One Nation SA","One Nation","83114","57606","0","0"
"2000-2001","One Nation Victoria","One Nation","30492","19380","0","0"
"2000-2001","Outdoor Recreation Party","","8131","9363","0","0"
"2000-2001","Pauline Hanson's One Nation","One Nation","5692","4676","0","0"
"2000-2001","Pauline Hanson's One Nation","One Nation","175778","105156","12413","0"
"2000-2001","Pauline Hanson's One Nation","One Nation","2909","1645","179","0"
"2000-2001","Pauline Hanson's One Nation - QLD","One Nation","239164","201517","2000","0"
"2000-2001","Pauline Hanson's One Nation - WA","One Nation","152082","160754","1456","0"
"2000-2001","Peter Breen - Reform The Legal System","","0","0","0","0"
"2000-2001","Phil Cleary - Independent Australia","","11","0","0","0"
"2000-2001","Progressive Labour Party","","5132","7517","0","0"
"2000-2001","Queensland Greens","The Greens","121195","72523","46612","0"
"2000-2001","Republican Party of Australia","","41328","40640","0","0"
"2000-2001","Socialist Equality Party","","161068","153574","0","0"
"2000-2001","Tasmania First Party","","5191","5370","587","0"
"2000-2001","Tasmanian Independent Senator Brian Harradine Group","","947","5239","0","0"
"2000-2001","Taxi Operators Political Service (Oceania)","","9760","11448","0","0"
"2000-2001","The ACT Greens - ACT","The Greens","34256","31476","190","0"
"2000-2001","The Australian Greens - Victoria","The Greens","88038","71646","19361","0"
"2000-2001","The Greens (WA) Inc","The Greens","165164","256077","0","0"
"2000-2001","The Greens NSW","The Greens","216168","197371","80872","0"
"2000-2001","Unity - Say No To Hanson","","72090","36848","0","0"
"2000-2001","Young National Party of Australia","The Nationals","3198","4437","0","0"
"1999-2000","A Better Future For Our Children","","40","14","0","0"
"1999-2000","Advance Australia Party","","2183","2570","0","0"
"1999-2000","Australia First Party","","32003","29853","2194","0"
"1999-2000","Australian Bill of Rights Group","","0","0","0","0"
"1999-2000","Australian Democrats","Democrats","504834","680287","30986","0"
"1999-2000","Australian Democrats ACT Division","Democrats","3756","2260","1357","0"
"1999-2000","Australian Democrats NSW Division","Democrats","206744","146594","6023","0"
"1999-2000","Australian Democrats Queensland Division","Democrats","42485","64853","0","0"
"1999-2000","Australian Democrats SA Division","Democrats","45827","50346","117","0"
"1999-2000","Australian Democrats Tasmanian Division","Democrats","70","35","0","0"
"1999-2000","Australian Democrats Victorian Division","Democrats","122800","122643","1106","0"
"1999-2000","Australian Democrats, Western Australian Division","Democrats","39809","23957","7854","0"
"1999-2000","Australian Greens","The Greens","91040","26352","0","0"
"1999-2000","Australian Greens SA - SA","The Greens","8121","8106","700","0"
"1999-2000","Australian Greens, Northern Territory Branch","The Greens","2250","2682","432","0"
"1999-2000","Australian Greens, Tasmanian Branch","The Greens","107280","85549","0","0"
"1999-2000","Australian Labor Party (ACT Branch)","Australian Labor Party","311903","239749","222","0"
"1999-2000","Australian Labor Party (ALP)","Australian Labor Party","6166225","6273935","674777","0"
"1999-2000","Australian Labor Party (N.S.W. Branch)","Australian Labor Party","9720910","10461879","480983","0"
"1999-2000","Australian Labor Party (Northern Territory) Branch","Australian Labor Party","173945","145548","40290","0"
"1999-2000","Australian Labor Party (South Australian Branch)","Australian Labor Party","1038991","923166","2069","0"
"1999-2000","Australian Labor Party (State of Queensland)","Australian Labor Party","5127852","4189508","189995","0"
"1999-2000","Australian Labor Party (Tasmanian Branch)","Australian Labor Party","345158","241598","15015","0"
"1999-2000","Australian Labor Party (Victorian Branch)","Australian Labor Party","6971800","6745974","82607","0"
"1999-2000","Australian Labor Party (Western Australian Branch)","Australian Labor Party","1595435","1142034","544553","0"
"1999-2000","Australian Reform Party","","7252","7984","6236","0"
"1999-2000","Australian Shooters Party","","500","0","12850","0"
"1999-2000","Australian Women's Party","","3496","1808","0","0"
"1999-2000","Australians Against Further Immigration","Australians Against Further Immigration","750","250","0","0"
"1999-2000","Australians Against Further Immigration - NSW","Australians Against Further Immigration","0","0","0","0"
"1999-2000","Australians Against Further Immigration - SA","Australians Against Further Immigration","0","177","0","0"
"1999-2000","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","678","199","0","0"
"1999-2000","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","1765","1769","0","0"
"1999-2000","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","190106","93163","47103","0"
"1999-2000","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","1013","736","0","0"
