"Financial Year","ClientFileId","Name","ABN","ACN","Total Expenditure","Electoral Expenditure Cat. 1","Electoral Expenditure Cat. 2","Electoral Expenditure Cat. 3","Electoral Expenditure Cat. 4","Electoral Expenditure Cat. 5","Total Gifts Received","ClientType"
"2006-2007","15605","Australian Christian Lobby","40 075 120 517","075 120 517","18130","0","0","0","0","18130","0","significantthirdparty"
"2006-2007","20499","Australian Conservation Foundation Incorporated","22007498482","","19823","0","14015","0","0","5808","0","significantthirdparty"
"2006-2007","19364","Australian Council of Trade Unions","67175982800","","10056932","1012950","262019","8544824","237139","0","9943484","significantthirdparty"
"2006-2007","30314","Australian Education Union ","16006296647","","961253","0","17911","620217","189261","133864","0","significantthirdparty"
"2006-2007","20243","Australian Municipal Administrative Clerical and Services Union ","","","342787","0","25705","0","40862","276220","0","thirdparty"
"2006-2007","20588","Australian Nursing Federation","","","125206","0","2645","0","1465","121096","0","thirdparty"
"2006-2007","20638","Australian Nursing Federation - SA Branch","","","107058","0","0","0","0","107058","0","thirdparty"
"2006-2007","20050","Australian Rail Tram & Bus Industry Union, Queensland Branch","53954546469","","142793","0","142793","0","0","0","0","associatedentity"
"2006-2007","19806","Automotive Food Metals Engineering Printing & Kindred Ind. Union","59459725116","","196792","73710","75435","0","47647","0","0","associatedentity"
"2006-2007","6650","CEPU Plumbing Division","","","31503","31503","0","0","0","0","0","thirdparty"
"2006-2007","20502","CFMEU","","","102899","69984","32915","0","0","0","0","thirdparty"
"2006-2007","14311","CFMEU - Construction & General Division, National Office","46243168565","","160695","0","77879","70000","12816","0","0","organisationdonor"
"2006-2007","18752","CFMEU Construction and General Division, New South Wales Divisional Branch","","","34796","0","34796","0","0","0","0","associatedentity"
"2006-2007","29769","CFMEU Mining & Energy Division - National Office","18 128 983 744","","357290","0","0","0","11430","345860","0","organisationdonor"
"2006-2007","18763","CFMMEU - Maritime Union of Australia Division","93 047 659 794","","553477","12529","0","0","19826","521122","0","associatedentity"
"2006-2007","20621","Christian Adult Social Institute (CASI)","","","17035","17035","0","0","0","0","15724","thirdparty"
"2006-2007","20608","Community & Public Sector Union-Civil Service Association of WA ","","","105201","0","0","0","7219","97982","0","thirdparty"
"2006-2007","20500","CPSU - State Public Services Federation Group, Federal Off","","","1350444","0","0","0","0","1350444","0","thirdparty"
"2006-2007","20501","CPSU - State Public Services Federation, South Australian Branch","","","215260","0","0","0","0","215260","0","thirdparty"
"2006-2007","16240","CPSU Community & Public Sector Union","","","1272811","0","15061","6466","3330","1247954","0","thirdparty"
"2006-2007","1081","EMILY's List Australia","90077932775","","18167","421","0","0","17746","0","0","associatedentity"
"2006-2007","19156","Finance Sector Union of Australia ","","","625201","0","0","0","12160","613041","0","thirdparty"
"2006-2007","20503","Flight Attendants' Association of Aust - Domestic Regional Div ","","","21549","0","0","0","0","21549","0","thirdparty"
"2006-2007","18814","Friends of Indi","","","28526","14263","0","14263","0","0","0","associatedentity"
"2006-2007","20614","Galaxy DP Pty Ltd","","","18000","0","0","0","18000","0","0","thirdparty"
"2006-2007","30343","GetUp Limited","99114027986","114 027 986","555234","0","183453","169905","14635","187241","215830","significantthirdparty"
"2006-2007","16546","Health Services Union","","","513545","110611","402934","0","0","0","0","thirdparty"
"2006-2007","22730","Health Services Union","68 243 768 561","","404292","0","16426","0","9394","378472","0","significantthirdparty"
"2006-2007","20504","Health Services Union, Tasmania No.1 Branch","","","35020","3503","12683","0","16224","2610","0","thirdparty"
"2006-2007","20620","Independent Education Union - NSW/ACT","","","23167","0","18767","0","3795","605","0","thirdparty"
"2006-2007","20507","Master Builders Assoc of WA (Union of Employers) Perth","","","32070","0","25620","6450","0","0","0","thirdparty"
"2006-2007","20280","Media Entertainment & Arts Alliance","84054775598","","373402","373402","0","0","0","0","0","associatedentity"
"2006-2007","20508","National Union of Students Inc.","","","20560","0","20488","0","0","72","0","thirdparty"
"2006-2007","20597","National Union of Workers","","","898331","0","0","0","24065","874266","0","thirdparty"
"2006-2007","20509","Nature Conservation Council of NSW","","","22500","0","0","0","0","22500","45000","thirdparty"
"2006-2007","20511","New South Wales Nurses and Midwives' Association","63 398 164 405","","283529","0","61357","49950","44175","128047","0","significantthirdparty"
"2006-2007","20622","Oxfam Australia","","","148096","0","0","0","0","148096","0","thirdparty"
"2006-2007","20519","Police Federation of Australia","","","291687","282953","8734","0","0","0","282943","thirdparty"
"2006-2007","20512","Public Service Association of NSW","","","332358","0","0","0","16591","315767","0","thirdparty"
"2006-2007","19072","Queensland Nurses Union of Employees","84382908052","","505034","0","0","0","0","505034","0","associatedentity"
"2006-2007","19941","Queensland Services, Industrial Union of Employees","13 540 483 194","","6200","0","0","0","0","6200","0","associatedentity"
"2006-2007","20649","Queensland Teachers Union","62 408 519 861","","112859","0","18696","30000","17437","46726","0","significantthirdparty"
"2006-2007","20535","SAWEFA Newcastle & Northern NSW","","","42674","0","15492","0","3289","23893","0","thirdparty"
"2006-2007","20019","Shop Distributive & Allied Employees Association - VIC Branch","","","137387","8560","91687","1279","35861","0","0","associatedentity"
"2006-2007","18824","Shop Distributive & Allied Employees' Association NSW Branch","74 415 123 375","","76915","0","50235","0","26680","0","0","associatedentity"
"2006-2007","18778","Shop Distributive and Allied Employees Association (QLD Branch)","99 903 328 518","","246359","0","0","212278","34081","0","0","associatedentity"
"2006-2007","20636","State School Teachers Union of WA","","","23557","0","0","0","0","23557","0","thirdparty"
"2006-2007","20513","Textile Clothing & Footwear Union of Australia (Nat. Council)","","","55000","55000","0","0","0","0","0","thirdparty"
"2006-2007","20249","Textiles, Clothing & Footwear Union (Vic & Qld & WA) Branch","45839589441","","26139","22000","4139","0","0","0","0","associatedentity"
"2006-2007","20476","The Australian Workers Union - Newcastle Central Coast & Northern Regions Branch","81309714429","","11338","0","1760","1650","0","7928","0","associatedentity"
"2006-2007","21861","The Climate Institute","26 116 713 592","116 713 592","255693","0","0","170089","85604","0","1000000","thirdparty"
"2006-2007","20498","The Community and Public Sector Union, SPSF, QLD","","","78130","0","0","0","0","78130","0","thirdparty"
"2006-2007","20505","The Queensland Public Sector Union of Employees","","","802033","0","0","0","0","802033","0","thirdparty"
"2006-2007","20031","The Shop, Distributive & Allied Employees' Association of Western Australia","73 291 187 274","","11684","0","0","0","11684","0","0","associatedentity"
"2006-2007","20623","The Wilderness Society","18 611 229 086","611 229 086","71878","0","0","0","0","71878","0","thirdparty"
"2006-2007","20624","The Wilderness Society (Tasmania) Inc","","","50054","0","50054","0","0","0","0","thirdparty"
"2006-2007","19160","Transport Workers Union (WA Branch)","37494080681","","58136","58136","0","0","0","0","0","associatedentity"
"2006-2007","19900","Transport Workers Union of Australia - Federal Council","18559030246","","340675","241802","0","0","98873","0","297191","associatedentity"
"2006-2007","19902","Transport Workers Union of New South Wales","77710588395","","141916","141916","0","0","0","0","0","associatedentity"
"2006-2007","20625","Unions Tasmania","","","88024","0","26567","14784","0","46673","100000","thirdparty"
"2006-2007","18834","United Workers Union","52728088684","","1245465","1208012","0","0","37453","0","0","significantthirdparty"
"2006-2007","20637","Victorian Independant Education Union","","","24041","0","14915","0","1467","7659","0","thirdparty"
"2006-2007","29215","World Wide Fund for Nature Australia","57001594074","001 594 074","13000","0","0","0","13000","0","0","thirdparty"
