"Financial Year","ClientFileId","Name","ABN","ACN","Total Expenditure","Electoral Expenditure Cat. 1","Electoral Expenditure Cat. 2","Electoral Expenditure Cat. 3","Electoral Expenditure Cat. 4","Electoral Expenditure Cat. 5","Total Gifts Received","ClientType"
"2017-18","21541","Community and Public Sector Union (PSU Group)","30987910747","","25747","9545","2329","500","2271","11102","0","significantthirdparty"
"2017-18","16488","Community and Public Sector Union CPSU (SPSF Group)","31 572 641 712","","150000","0","0","0","0","150000","0","organisationdonor"
"2017-18","29749","Council of Mayors (SEQ) Pty Ltd","87141329302","141329302","0","0","0","0","0","0","0","thirdparty"
"2017-18","14306","Dick Smith","16 015 899 381","","1375881","0","1375881","0","0","0","0","significantthirdparty"
"2017-18","38072","Dragoman Pty Ltd","76 619 209 915","","25000","0","0","0","0","25000","0","thirdparty"
"2017-18","18756","Electrical Trades Union of Australia NSW Branch","24 379 005 569","","76235","0","75235","1000","0","0","0","associatedentity"
"2017-18","36517","Environment Victoria","84495053605","","58700","0","0","0","8800","49900","0","thirdparty"
"2017-18","38641","Farmers for Climate Action","56617941376 ","617 941 376","58566","0","0","58566","0","0","34588","thirdparty"
"2017-18","30343","GetUp Limited","99114027986","114 027 986","742596","145421","422738","49888","111706","12843","207630","significantthirdparty"
"2017-18","38532","Green Music Australia","27156610525","156 610 525","6100","0","0","0","0","6100","0","thirdparty"
"2017-18","30315","Greenpeace Australia Pacific Limited","61 002 643 852","002 643 852","105690","3397","32348","28045","30000","11900","0","thirdparty"
"2017-18","22730","Health Services Union","68 243 768 561","","0","0","0","0","0","0","0","significantthirdparty"
"2017-18","7631","Health Services Union, Victoria No. 3 Branch (VAHPA)","38106461384","","0","0","0","0","0","0","0","organisationdonor"
"2017-18","32561","Industry Super Australia","72 158 563 270","158 563 270","1432651","0","0","1432651","0","0","0","thirdparty"
"2017-18","37151","LET Australia Ltd","90123147240","123 147 240","3932719","0","604782","3145981","0","181956","0","politicalcampaigner"
"2017-18","23060","Master Builders Australia Ltd","68137130182","137130182","66860","0","66860","0","0","0","0","significantthirdparty"
"2017-18","37940","Melbourne Archdiocese Catholic Schools","85176448204","","20054","0","20054","0","0","0","0","thirdparty"
"2017-18","27919","Minerals Council of Australia","21 191 309 229","008 455 141","1274162","0","388027","886135","0","0","0","politicalcampaigner"
"2017-18","33260","National Tertiary Education Union (NTEU)","38579396344","","50000","0","0","0","0","50000","0","thirdparty"
"2017-18","20597","National Union of Workers","","","0","0","0","0","0","0","0","thirdparty"
"2017-18","19171","National Union of Workers - National Office","","","0","0","0","0","0","0","0","associatedentity"
"2017-18","20511","New South Wales Nurses and Midwives' Association","63 398 164 405","","61554","0","5666","15125","0","40763","0","significantthirdparty"
"2017-18","220","Queensland Nurses and Midwives' Union","","","384247","10359","0","76338","0","297550","0","thirdparty"
"2017-18","20649","Queensland Teachers Union","62 408 519 861","","144505","0","52212","0","0","92293","0","significantthirdparty"
"2017-18","52660","RSPCA Australia","99 668 654 249","163 614 668","26271","0","0","0","2700","23571","0","thirdparty"
"2017-18","18784","Shop Assistants & Warehouse Employees' Federation of Australia-Newcastle & Northern NSW","75 536 906 383","","0","0","0","0","0","0","0","associatedentity"
"2017-18","18824","Shop Distributive & Allied Employees' Association NSW Branch","74 415 123 375","","0","0","0","0","0","0","0","associatedentity"
"2017-18","36762","Smart Energy Council","3200 6824 148","006824148","34773","26280","8493","0","0","0","0","organisationdonor"
"2017-18","38538","St Vincent de Paul Society National Council of Australia","50748098845","","50210","0","0","0","0","50210","0","thirdparty"
"2017-18","38549","The Minderoo Foundation Pty Ltd atf The Minderoo Foundation Trust","","","973194","0","0","796049","177145","0","402000000","politicalcampaigner"
"2017-18","36747","The Oaktree Foundation Australia","39129680584","129 680 584","62818","0","0","0","0","62818","0","thirdparty"
"2017-18","20031","The Shop, Distributive & Allied Employees' Association of Western Australia","73 291 187 274","","0","0","0","0","0","0","0","associatedentity"
"2017-18","20623","The Wilderness Society","18 611 229 086","611 229 086","8338","0","8338","0","0","0","0","thirdparty"
"2017-18","19902","Transport Workers Union of New South Wales","77710588395","","0","0","0","0","0","0","0","associatedentity"
"2017-18","20161","Unions NSW","43 132 138 531","","0","0","0","0","0","0","0","organisationdonor"
"2017-18","18834","United Workers Union","52728088684","","167618","39143","52101","47179","0","29195","0","significantthirdparty"
"2017-18","30428","Universities Australia","53 008 502 930","008 502 930","310342","0","172630","0","137712","0","0","politicalcampaigner"
"2017-18","29215","World Wide Fund for Nature Australia","57001594074","001 594 074","0","0","0","0","0","0","0","thirdparty"
"2016-17","33017","AEU NSW Teachers Federation","86600150697","","516512","341643","45730","69565","0","59574","0","politicalcampaigner"
"2016-17","19364","Australian Council of Trade Unions","67175982800","","888941","7430","249030","156920","298916","176645","4690753","significantthirdparty"
"2016-17","30314","Australian Education Union ","16006296647","","894372","150592","215575","358122","92950","77133","0","significantthirdparty"
"2016-17","33002","Australian Education Union Victorian Branch","","","371934","0","87014","0","0","284920","0","politicalcampaigner"
"2016-17","28918","Australian Municipal Administrative Clerical and Services Union ","28519971998","","0","0","0","0","0","0","0","significantthirdparty"
"2016-17","18736","Australian Rail Tram & Bus Industry Union New South Wales Branch","55090785801","","0","0","0","0","0","0","0","associatedentity"
"2016-17","19861","Australian Workers Union WA Branch","23 613 523 164","","0","0","0","0","0","0","0","associatedentity"
"2016-17","19806","Automotive Food Metals Engineering Printing & Kindred Ind. Union","59459725116","","264908","0","264908","0","0","0","0","associatedentity"
"2016-17","36451","Business Council of Australia","75 008 483 216","008 483 216","148199","0","0","148199","0","0","0","significantthirdparty"
"2016-17","19975","CFMEU - Construction & General Division (WA Branch)","77538246780","","217500","217500","0","0","0","0","0","associatedentity"
"2016-17","29749","Council of Mayors (SEQ) Pty Ltd","87141329302","141329302","0","0","0","0","0","0","0","thirdparty"
"2016-17","36517","Environment Victoria","84495053605","","23981","17028","0","6953","0","0","0","thirdparty"
"2016-17","37695","Fair Agenda","99166475903","","27317","0","9370","0","0","17947","0","thirdparty"
"2016-17","30343","GetUp Limited","99114027986","114 027 986","821093","669172","0","73601","78320","0","217418","significantthirdparty"
"2016-17","30315","Greenpeace Australia Pacific Limited","61 002 643 852","002 643 852","17156","13825","0","0","0","3331","0","thirdparty"
"2016-17","32561","Industry Super Australia","72 158 563 270","158 563 270","244350","0","0","244350","0","0","0","thirdparty"
"2016-17","37151","LET Australia Ltd","90123147240","123 147 240","3584115","0","282973","2836953","0","464189","0","politicalcampaigner"
"2016-17","23060","Master Builders Australia Ltd","68137130182","137130182","50000","0","21000","29000","0","0","0","significantthirdparty"
"2016-17","27919","Minerals Council of Australia","21 191 309 229","008 455 141","1297025","0","491185","803079","0","2761","0","politicalcampaigner"
"2016-17","29555","National Civic Council","19622993989","","25632","25632","0","0","0","0","0","thirdparty"
"2016-17","18764","New South Wales Local Government Clerical Administrative Energy Airlines & Utilities Union T/A United Services Union ","","","17890","0","17890","0","0","0","0","associatedentity"
"2016-17","20649","Queensland Teachers Union","62 408 519 861","","237523","0","0","121000","3505","113018","0","significantthirdparty"
"2016-17","37744","Save the Children Australia","99 008 610 035","","16280","0","0","0","16280","0","0","thirdparty"
"2016-17","18784","Shop Assistants & Warehouse Employees' Federation of Australia-Newcastle & Northern NSW","75 536 906 383","","0","0","0","0","0","0","0","associatedentity"
"2016-17","18824","Shop Distributive & Allied Employees' Association NSW Branch","74 415 123 375","","0","0","0","0","0","0","0","associatedentity"
"2016-17","19898","The Food Preservers' Union of Western Australia Union of Workers","77 930 063 279","","0","0","0","0","0","0","0","associatedentity"
"2016-17","20031","The Shop, Distributive & Allied Employees' Association of Western Australia","73 291 187 274","","0","0","0","0","0","0","0","associatedentity"
"2016-17","37389","The Sunrise Project Australia Limited","65 159 324 697","159 324 697","108732","0","0","0","36960","71772","170000","organisationdonor"
"2016-17","19902","Transport Workers Union of New South Wales","77710588395","","15622","0","15622","0","0","0","0","associatedentity"
"2016-17","20161","Unions NSW","43 132 138 531","","4974","4974","0","0","0","0","0","organisationdonor"
"2016-17","18834","United Workers Union","52728088684","","425068","333987","52714","952","12000","25415","0","significantthirdparty"
"2016-17","30428","Universities Australia","53 008 502 930","008 502 930","510934","0","260760","158344","91830","0","0","politicalcampaigner"
"2016-17","34243","World Vision Australia","","","46985","0","16510","0","6500","23975","46985","thirdparty"
"2016-17","29215","World Wide Fund for Nature Australia","57001594074","001 594 074","34829","0","34829","0","0","0","0","thirdparty"
"2015-16","33017","AEU NSW Teachers Federation","86600150697","","1325695","843122","235212","141656","42075","63630","0","politicalcampaigner"
"2015-16","28800","Alliance of Australian Retailers Pty Ltd","74 145 378 589","145 378 589","35000","0","35000","0","0","0","0","thirdparty"
"2015-16","18830","Australasian Meat Industry Employees' Union - QWANT Branch","68929349791","","21420","21420","0","0","0","0","0","associatedentity"
"2015-16","30236","Australian Automobile Association","25008526369","008526369","1161175","0","324439","777254","59482","0","0","significantthirdparty"
"2015-16","15605","Australian Christian Lobby","40 075 120 517","075 120 517","208436","0","170522","0","0","37914","123640","significantthirdparty"
"2015-16","20499","Australian Conservation Foundation Incorporated","22007498482","","173783","0","147142","0","19200","7441","0","significantthirdparty"
"2015-16","19364","Australian Council of Trade Unions","67175982800","","4702032","82738","472898","2017069","1225538","903789","4732956","significantthirdparty"
"2015-16","30314","Australian Education Union ","16006296647","","4931282","242810","680063","3062151","129227","817031","0","significantthirdparty"
"2015-16","33002","Australian Education Union Victorian Branch","","","519038","0","270020","0","0","249018","0","politicalcampaigner"
"2015-16","19885","Australian Municipal Administrative Clerical & Services Union - Queensland Together Branch","97 853 552 816","","36306","0","30053","0","6253","0","0","associatedentity"
"2015-16","28918","Australian Municipal Administrative Clerical and Services Union ","28519971998","","336283","336283","0","0","0","0","0","significantthirdparty"
"2015-16","18736","Australian Rail Tram & Bus Industry Union New South Wales Branch","55090785801","","0","0","0","0","0","0","0","associatedentity"
"2015-16","9184","Australian Trucking Association Ltd","25055583714","","97509","0","48517","0","16072","32920","0","organisationdonor"
"2015-16","19861","Australian Workers Union WA Branch","23 613 523 164","","34724","0","0","0","34724","0","0","associatedentity"
"2015-16","19806","Automotive Food Metals Engineering Printing & Kindred Ind. Union","59459725116","","159876","0","157811","0","2065","0","0","associatedentity"
"2015-16","36451","Business Council of Australia","75 008 483 216","008 483 216","2662083","0","384244","2032543","106700","138596","220000","significantthirdparty"
"2015-16","20652","CEPU Plumbing Division Queensland Branch","51 918 867 235","","0","0","0","0","0","0","0","associatedentity"
"2015-16","19975","CFMEU - Construction & General Division (WA Branch)","77538246780","","199795","199795","0","0","0","0","0","associatedentity"
"2015-16","14311","CFMEU - Construction & General Division, National Office","46243168565","","45352","0","12676","32676","0","0","0","organisationdonor"
"2015-16","21541","Community and Public Sector Union (PSU Group)","30987910747","","127570","12549","86046","0","8384","20591","0","significantthirdparty"
"2015-16","19956","Construction Forestry Maritime Mining & Energy Union The Construction & General Division ACT Divisional Branch","38 491 952 173","","55104","0","20656","0","0","34448","0","associatedentity"
"2015-16","19986","Construction Forestry Mining & Energy, Industrial Union of Employees, Queensland - Construction and General Division","","","13825","11922","1903","0","0","0","0","associatedentity"
"2015-16","29749","Council of Mayors (SEQ) Pty Ltd","87141329302","141329302","66747","0","789","0","0","65958","0","thirdparty"
"2015-16","18756","Electrical Trades Union of Australia NSW Branch","24 379 005 569","","0","0","0","0","0","0","0","associatedentity"
"2015-16","36517","Environment Victoria","84495053605","","19108","8181","4327","0","6600","0","0","thirdparty"
"2015-16","30343","GetUp Limited","99114027986","114 027 986","10081186","6448657","1119422","559137","238618","1715352","345840","significantthirdparty"
"2015-16","30315","Greenpeace Australia Pacific Limited","61 002 643 852","002 643 852","53406","46150","0","0","7147","109","0","thirdparty"
"2015-16","37151","LET Australia Ltd","90123147240","123 147 240","2481797","0","1115066","1310601","56130","0","0","politicalcampaigner"
"2015-16","22293","Master Builders Association of Western Australia","83590927922","","56685","0","0","0","0","56685","0","thirdparty"
"2015-16","23060","Master Builders Australia Ltd","68137130182","137130182","226583","0","185266","41317","0","0","0","significantthirdparty"
"2015-16","27919","Minerals Council of Australia","21 191 309 229","008 455 141","789706","0","334164","235542","0","220000","0","politicalcampaigner"
"2015-16","29555","National Civic Council","19622993989","","46905","25587","0","21318","0","0","0","thirdparty"
"2015-16","33260","National Tertiary Education Union (NTEU)","38579396344","","290047","220683","64689","0","4675","0","0","thirdparty"
"2015-16","19171","National Union of Workers - National Office","","","56632","50576","5706","0","350","0","0","associatedentity"
"2015-16","18764","New South Wales Local Government Clerical Administrative Energy Airlines & Utilities Union T/A United Services Union ","","","21131","0","21131","0","0","0","0","associatedentity"
"2015-16","20511","New South Wales Nurses and Midwives' Association","63 398 164 405","","1993963","22166","510564","1399363","61870","0","0","significantthirdparty"
"2015-16","37320","One Community SA","80 608 416 348","","351329","0","227567","123762","0","0","0","thirdparty"
"2015-16","5310","Queensland Council of Unions","43 109 318 638","","71390","134","4584","0","3297","63375","0","organisationdonor"
"2015-16","220","Queensland Nurses and Midwives' Union","","","240191","0","76191","55000","0","109000","0","thirdparty"
"2015-16","20649","Queensland Teachers Union","62 408 519 861","","304699","0","0","121000","3505","180194","0","significantthirdparty"
"2015-16","4457","Royal Australian College of General Practitioners","34000223807","000 223 807","429782","0","10570","419212","0","0","0","organisationdonor"
"2015-16","37123","SA Road Transport Association","","","150000","0","0","150000","0","0","100000","thirdparty"
"2015-16","18784","Shop Assistants & Warehouse Employees' Federation of Australia-Newcastle & Northern NSW","75 536 906 383","","23294","0","0","14022","1067","8205","0","associatedentity"
"2015-16","18824","Shop Distributive & Allied Employees' Association NSW Branch","74 415 123 375","","0","0","0","0","0","0","0","associatedentity"
"2015-16","18825","Shop, Distributive & Allied Employees' Association - National","99789302470","","57343","57343","0","0","0","0","0","associatedentity"
"2015-16","36762","Smart Energy Council","3200 6824 148","006824148","36000","0","36000","0","0","0","36000","organisationdonor"
"2015-16","19898","The Food Preservers' Union of Western Australia Union of Workers","77 930 063 279","","0","0","0","0","0","0","0","associatedentity"
"2015-16","36747","The Oaktree Foundation Australia","39129680584","129 680 584","34689","0","8262","0","0","26427","0","thirdparty"
"2015-16","20031","The Shop, Distributive & Allied Employees' Association of Western Australia","73 291 187 274","","56842","0","0","0","56842","0","0","associatedentity"
"2015-16","20623","The Wilderness Society","18 611 229 086","611 229 086","50545","0","20342","0","5000","25203","24750","thirdparty"
"2015-16","19902","Transport Workers Union of New South Wales","77710588395","","0","0","0","0","0","0","0","associatedentity"
"2015-16","20161","Unions NSW","43 132 138 531","","186077","117800","68277","0","0","0","0","organisationdonor"
"2015-16","18834","United Workers Union","52728088684","","676747","16391","56671","36745","5372","561568","0","significantthirdparty"
"2015-16","30428","Universities Australia","53 008 502 930","008 502 930","1647017","0","1105812","476705","64500","0","5000000","politicalcampaigner"
"2015-16","34243","World Vision Australia","","","215505","0","178465","0","6500","30540","215505","thirdparty"
"2015-16","29215","World Wide Fund for Nature Australia","57001594074","001 594 074","354389","0","230161","121728","0","2500","0","thirdparty"
"2014-15","33017","AEU NSW Teachers Federation","86600150697","","89473","0","75042","0","0","14431","0","politicalcampaigner"
"2014-15","28800","Alliance of Australian Retailers Pty Ltd","74 145 378 589","145 378 589","21487","0","21487","0","0","0","0","thirdparty"
"2014-15","30236","Australian Automobile Association","25008526369","008526369","24070","0","0","0","0","24070","0","significantthirdparty"
"2014-15","15605","Australian Christian Lobby","40 075 120 517","075 120 517","0","0","0","0","0","0","0","significantthirdparty"
"2014-15","19364","Australian Council of Trade Unions","67175982800","","2165198","191761","25013","1664855","269031","14538","4411903","significantthirdparty"
"2014-15","30314","Australian Education Union ","16006296647","","151844","31286","78790","1893","39875","0","0","significantthirdparty"
"2014-15","33002","Australian Education Union Victorian Branch","","","129374","0","129374","0","0","0","0","politicalcampaigner"
"2014-15","28918","Australian Municipal Administrative Clerical and Services Union ","28519971998","","201170","201170","0","0","0","0","0","significantthirdparty"
"2014-15","18736","Australian Rail Tram & Bus Industry Union New South Wales Branch","55090785801","","0","0","0","0","0","0","0","associatedentity"
"2014-15","19861","Australian Workers Union WA Branch","23 613 523 164","","0","0","0","0","0","0","0","associatedentity"
"2014-15","19806","Automotive Food Metals Engineering Printing & Kindred Ind. Union","59459725116","","88972","0","88972","0","0","0","0","associatedentity"
"2014-15","20652","CEPU Plumbing Division Queensland Branch","51 918 867 235","","0","0","0","0","0","0","0","associatedentity"
"2014-15","19975","CFMEU - Construction & General Division (WA Branch)","77538246780","","145796","145796","0","0","0","0","0","associatedentity"
"2014-15","14311","CFMEU - Construction & General Division, National Office","46243168565","","22657","0","22475","182","0","0","0","organisationdonor"
"2014-15","18756","Electrical Trades Union of Australia NSW Branch","24 379 005 569","","0","0","0","0","0","0","0","associatedentity"
"2014-15","30343","GetUp Limited","99114027986","114 027 986","10570345","0","515976","1362399","362502","8329468","307185","significantthirdparty"
"2014-15","30315","Greenpeace Australia Pacific Limited","61 002 643 852","002 643 852","28592","22692","0","0","5900","0","0","thirdparty"
"2014-15","22730","Health Services Union","68 243 768 561","","0","0","0","0","0","0","0","significantthirdparty"
"2014-15","20280","Media Entertainment & Arts Alliance","84054775598","","0","0","0","0","0","0","0","associatedentity"
"2014-15","19171","National Union of Workers - National Office","","","0","0","0","0","0","0","0","associatedentity"
"2014-15","18764","New South Wales Local Government Clerical Administrative Energy Airlines & Utilities Union T/A United Services Union ","","","13460","0","13460","0","0","0","0","associatedentity"
"2014-15","18784","Shop Assistants & Warehouse Employees' Federation of Australia-Newcastle & Northern NSW","75 536 906 383","","0","0","0","0","0","0","0","associatedentity"
"2014-15","20019","Shop Distributive & Allied Employees Association - VIC Branch","","","13171","13171","0","0","0","0","0","associatedentity"
"2014-15","18824","Shop Distributive & Allied Employees' Association NSW Branch","74 415 123 375","","0","0","0","0","0","0","0","associatedentity"
"2014-15","18778","Shop Distributive and Allied Employees Association (QLD Branch)","99 903 328 518","","0","0","0","0","0","0","0","associatedentity"
"2014-15","21861","The Climate Institute","26 116 713 592","116 713 592","25310","0","0","25310","0","0","0","thirdparty"
"2014-15","19898","The Food Preservers' Union of Western Australia Union of Workers","77 930 063 279","","0","0","0","0","0","0","0","associatedentity"
"2014-15","20031","The Shop, Distributive & Allied Employees' Association of Western Australia","73 291 187 274","","0","0","0","0","0","0","0","associatedentity"
"2014-15","19902","Transport Workers Union of New South Wales","77710588395","","0","0","0","0","0","0","0","associatedentity"
"2014-15","20161","Unions NSW","43 132 138 531","","1212","1212","0","0","0","0","0","organisationdonor"
"2014-15","18834","United Workers Union","52728088684","","240276","115304","119432","0","5540","0","0","significantthirdparty"
"2014-15","30428","Universities Australia","53 008 502 930","008 502 930","510279","0","254650","254650","979","0","0","politicalcampaigner"
"2014-15","29215","World Wide Fund for Nature Australia","57001594074","001 594 074","432566","0","432566","0","0","0","235000","thirdparty"
"2013-14","28800","Alliance of Australian Retailers Pty Ltd","74 145 378 589","145 378 589","22851","0","22851","0","0","0","0","thirdparty"
"2013-14","30236","Australian Automobile Association","25008526369","008526369","21773","0","0","0","0","21773","0","significantthirdparty"
"2013-14","15605","Australian Christian Lobby","40 075 120 517","075 120 517","100862","19448","0","0","21450","59964","150000","significantthirdparty"
"2013-14","20499","Australian Conservation Foundation Incorporated","22007498482","","91429","0","56402","0","116","34911","0","significantthirdparty"
"2013-14","19364","Australian Council of Trade Unions","67175982800","","5572219","32832","109198","4720699","267314","442176","4544166","significantthirdparty"
"2013-14","30314","Australian Education Union ","16006296647","","1332368","24035","383165","828688","96480","0","0","significantthirdparty"
"2013-14","33002","Australian Education Union Victorian Branch","","","465804","0","146565","0","0","319239","0","politicalcampaigner"
"2013-14","19028","Australian Federated Union of Locomotive Employees","60694355298","","0","0","0","0","0","0","0","associatedentity"
"2013-14","28918","Australian Municipal Administrative Clerical and Services Union ","28519971998","","251170","251170","0","0","0","0","0","significantthirdparty"
"2013-14","18736","Australian Rail Tram & Bus Industry Union New South Wales Branch","55090785801","","0","0","0","0","0","0","0","associatedentity"
"2013-14","19861","Australian Workers Union WA Branch","23 613 523 164","","0","0","0","0","0","0","0","associatedentity"
"2013-14","19806","Automotive Food Metals Engineering Printing & Kindred Ind. Union","59459725116","","1131638","0","994842","0","230","136566","0","associatedentity"
"2013-14","20652","CEPU Plumbing Division Queensland Branch","51 918 867 235","","0","0","0","0","0","0","0","associatedentity"
"2013-14","19975","CFMEU - Construction & General Division (WA Branch)","77538246780","","78127","78127","0","0","0","0","0","associatedentity"
"2013-14","14311","CFMEU - Construction & General Division, National Office","46243168565","","25196","0","24678","518","0","0","0","organisationdonor"
"2013-14","18756","Electrical Trades Union of Australia NSW Branch","24 379 005 569","","0","0","0","0","0","0","0","associatedentity"
"2013-14","30343","GetUp Limited","99114027986","114 027 986","6831419","0","847333","1504178","1275","4478633","115620","significantthirdparty"
"2013-14","30315","Greenpeace Australia Pacific Limited","61 002 643 852","002 643 852","53641","53641","0","0","0","0","0","thirdparty"
"2013-14","22730","Health Services Union","68 243 768 561","","0","0","0","0","0","0","0","significantthirdparty"
"2013-14","20280","Media Entertainment & Arts Alliance","84054775598","","412836","23158","389678","0","0","0","0","associatedentity"
"2013-14","33260","National Tertiary Education Union (NTEU)","38579396344","","1031409","99931","92775","790319","30394","17990","0","thirdparty"
"2013-14","19171","National Union of Workers - National Office","","","185662","4177","68619","0","47325","65541","0","associatedentity"
"2013-14","18764","New South Wales Local Government Clerical Administrative Energy Airlines & Utilities Union T/A United Services Union ","","","71979","0","63569","0","0","8410","0","associatedentity"
"2013-14","20511","New South Wales Nurses and Midwives' Association","63 398 164 405","","1733717","0","25140","1682177","26400","0","0","significantthirdparty"
"2013-14","20649","Queensland Teachers Union","62 408 519 861","","39929","0","0","0","0","39929","0","significantthirdparty"
"2013-14","18784","Shop Assistants & Warehouse Employees' Federation of Australia-Newcastle & Northern NSW","75 536 906 383","","0","0","0","0","0","0","0","associatedentity"
"2013-14","20019","Shop Distributive & Allied Employees Association - VIC Branch","","","93131","77035","0","0","16096","0","0","associatedentity"
"2013-14","18824","Shop Distributive & Allied Employees' Association NSW Branch","74 415 123 375","","0","0","0","0","0","0","0","associatedentity"
"2013-14","18778","Shop Distributive and Allied Employees Association (QLD Branch)","99 903 328 518","","90646","16042","0","0","0","74604","0","associatedentity"
"2013-14","21861","The Climate Institute","26 116 713 592","116 713 592","81700","9650","27500","5900","38650","0","220000","thirdparty"
"2013-14","19898","The Food Preservers' Union of Western Australia Union of Workers","77 930 063 279","","0","0","0","0","0","0","0","associatedentity"
"2013-14","20031","The Shop, Distributive & Allied Employees' Association of Western Australia","73 291 187 274","","23056","0","456","0","22600","0","0","associatedentity"
"2013-14","19902","Transport Workers Union of New South Wales","77710588395","","0","0","0","0","0","0","0","associatedentity"
"2013-14","20161","Unions NSW","43 132 138 531","","103266","33266","28200","0","41800","0","0","organisationdonor"
"2013-14","18834","United Workers Union","52728088684","","627982","207284","165998","0","67815","186885","0","significantthirdparty"
"2013-14","30428","Universities Australia","53 008 502 930","008 502 930","2488506","0","26520","2423751","38235","0","5000000","politicalcampaigner"
"2013-14","29215","World Wide Fund for Nature Australia","57001594074","001 594 074","741683","0","695373","0","46310","0","1371000","thirdparty"
"2012-13","33017","AEU NSW Teachers Federation","86600150697","","918682","0","107243","641337","0","170102","0","politicalcampaigner"
"2012-13","28800","Alliance of Australian Retailers Pty Ltd","74 145 378 589","145 378 589","19354","0","19354","0","0","0","0","thirdparty"
"2012-13","30236","Australian Automobile Association","25008526369","008526369","1123131","173971","26214","729333","64694","128919","1499997","significantthirdparty"
"2012-13","20499","Australian Conservation Foundation Incorporated","22007498482","","30081","0","9561","0","18450","2070","0","significantthirdparty"
"2012-13","19364","Australian Council of Trade Unions","67175982800","","929850","68550","791790","0","21323","48187","3749302","significantthirdparty"
"2012-13","30314","Australian Education Union ","16006296647","","6209465","18174","1030037","5026453","134801","0","0","significantthirdparty"
"2012-13","33002","Australian Education Union Victorian Branch","","","101790","0","101790","0","0","0","0","politicalcampaigner"
"2012-13","19028","Australian Federated Union of Locomotive Employees","60694355298","","0","0","0","0","0","0","0","associatedentity"
"2012-13","28918","Australian Municipal Administrative Clerical and Services Union ","28519971998","","255897","255897","0","0","0","0","0","significantthirdparty"
"2012-13","18736","Australian Rail Tram & Bus Industry Union New South Wales Branch","55090785801","","0","0","0","0","0","0","0","associatedentity"
"2012-13","9184","Australian Trucking Association Ltd","25055583714","","37352","0","10040","0","11304","16008","77000","organisationdonor"
"2012-13","19861","Australian Workers Union WA Branch","23 613 523 164","","13637","0","13637","0","0","0","0","associatedentity"
"2012-13","19806","Automotive Food Metals Engineering Printing & Kindred Ind. Union","59459725116","","251463","0","251235","0","228","0","0","associatedentity"
"2012-13","32998","Campaign for Small Business Pty Ltd","","","870286","0","495469","374817","0","0","0","thirdparty"
"2012-13","20652","CEPU Plumbing Division Queensland Branch","51 918 867 235","","0","0","0","0","0","0","0","associatedentity"
"2012-13","19975","CFMEU - Construction & General Division (WA Branch)","77538246780","","100551","48055","0","0","52496","0","0","associatedentity"
"2012-13","14311","CFMEU - Construction & General Division, National Office","46243168565","","32958","0","32420","538","0","0","0","organisationdonor"
"2012-13","29749","Council of Mayors (SEQ) Pty Ltd","87141329302","141329302","221780","0","6422","213159","0","2199","0","thirdparty"
"2012-13","18756","Electrical Trades Union of Australia NSW Branch","24 379 005 569","","0","0","0","0","0","0","0","associatedentity"
"2012-13","30343","GetUp Limited","99114027986","114 027 986","3035260","0","223673","213782","4070","2593735","40000","significantthirdparty"
"2012-13","30315","Greenpeace Australia Pacific Limited","61 002 643 852","002 643 852","78274","78274","0","0","0","0","0","thirdparty"
"2012-13","22730","Health Services Union","68 243 768 561","","0","0","0","0","0","0","0","significantthirdparty"
"2012-13","28787","Imperial Tobacco Australia","46088148681","088 148 681","54479","0","54479","0","0","0","0","thirdparty"
"2012-13","20280","Media Entertainment & Arts Alliance","84054775598","","300722","22019","278703","0","0","0","0","associatedentity"
"2012-13","27919","Minerals Council of Australia","21 191 309 229","008 455 141","1794303","0","449450","1344853","0","0","0","politicalcampaigner"
"2012-13","19171","National Union of Workers - National Office","","","43908","0","605","0","0","43303","0","associatedentity"
"2012-13","18764","New South Wales Local Government Clerical Administrative Energy Airlines & Utilities Union T/A United Services Union ","","","20236","0","20236","0","0","0","0","associatedentity"
"2012-13","20511","New South Wales Nurses and Midwives' Association","63 398 164 405","","45848","0","0","27522","18326","0","0","significantthirdparty"
"2012-13","20516","NSW Business Chamber Limited","63000014504 ","000 014 504","773228","0","157448","99000","0","516780","0","organisationdonor"
"2012-13","10094","Philip Morris Limited","65004694428","","49741","30382","5103","0","14256","0","0","organisationdonor"
"2012-13","220","Queensland Nurses and Midwives' Union","","","350173","350173","0","0","0","0","0","thirdparty"
"2012-13","20649","Queensland Teachers Union","62 408 519 861","","121684","0","0","0","0","121684","0","significantthirdparty"
"2012-13","18784","Shop Assistants & Warehouse Employees' Federation of Australia-Newcastle & Northern NSW","75 536 906 383","","0","0","0","0","0","0","0","associatedentity"
"2012-13","20019","Shop Distributive & Allied Employees Association - VIC Branch","","","0","0","0","0","0","0","0","associatedentity"
"2012-13","18824","Shop Distributive & Allied Employees' Association NSW Branch","74 415 123 375","","0","0","0","0","0","0","0","associatedentity"
"2012-13","18778","Shop Distributive and Allied Employees Association (QLD Branch)","99 903 328 518","","0","0","0","0","0","0","0","associatedentity"
"2012-13","21861","The Climate Institute","26 116 713 592","116 713 592","27250","0","0","0","27250","0","0","thirdparty"
"2012-13","19898","The Food Preservers' Union of Western Australia Union of Workers","77 930 063 279","","0","0","0","0","0","0","0","associatedentity"
"2012-13","20031","The Shop, Distributive & Allied Employees' Association of Western Australia","73 291 187 274","","0","0","0","0","0","0","0","associatedentity"
